Meter Number,Account Name,Borough,Service Start Date,is_federal,is_bws,Meter AMR,# days,Consumption (HCF),Current Charges,Other Charges,Service End Date,Building,Estimated score,Bill Analyzed score
V84013195,STUYVESANT GARDENS II,BROOKLYN,11/14/2012,True,True,True,1091,13209,123778.87,0.0,11/10/2015,333_BLD 01,0.0,0.9393939393939394
V84013509,BAY VIEW,BROOKLYN,06/30/2012,False,True,False,2112,1644,15465.7,0.0,04/12/2018,92_BLD 25 - Community Center,0.8235294117647058,1.0
V84013722,LOWER EAST SIDE I INFILL,MANHATTAN,12/13/2012,True,True,True,980,18467,173049.34,0.0,08/20/2015,326_BLD 01,0.7894736842105263,1.0
V84014996,SAMUEL (MHOP) I,MANHATTAN,11/14/2012,False,True,True,403,2162,19326.12,0.0,12/22/2013,389_BLD 41,0.0,0.9
V84016782,HUNTS POINT AVENUE REHAB,BRONX,11/14/2012,True,True,True,1779,10753,99926.93,0.0,09/28/2017,367_BLD 10,0.0,0.9642857142857143
V84018851,REID APARTMENTS,BROOKLYN,07/05/2012,True,True,True,1587,1698,16590.48,2.05,01/04/2017,167_BLD 01,0.02857142857142857,1.0
V84018854,REID APARTMENTS,BROOKLYN,07/05/2012,True,True,True,1608,128947,1219502.74,1082.8,01/25/2017,167_BLD 01,0.25,1.0
WATER & SEWER,UPACA (SITE 5),MANHATTAN,05/30/2018,True,True,True,534,0,159.96,0.0,10/30/2019,343_BLD 01,0.0,0.9444444444444444
meter_1,UPACA (SITE 5),MANHATTAN,12/21/2012,True,True,True,2016,0,577.68,0.0,12/30/2019,343_BLD 01,0.0,0.9848484848484849
meter_2,WILLIAMSBURG,BROOKLYN,03/23/2013,True,False,True,1780,0,1956.03,0.0,08/28/2014,2_BLD 08,0.0,0.9508196721311475
meter_3,WILLIAMSBURG,BROOKLYN,03/23/2013,True,False,True,857,0,962.76,0.0,09/28/2015,2_BLD 01,0.0,1.0
meter_4,RANGEL,MANHATTAN,02/06/2014,True,False,False,366,0,816.03,0.0,10/29/2014,37_BLD 01,0.0,0.9230769230769231
meter_5,SAMUEL (CITY),MANHATTAN,07/18/2018,False,False,True,347,0,19612.51,0.0,06/30/2019,377_BLD 02,0.0,1.0
