Meter Number,Account Name,Borough,Service Start Date,is_federal,is_bws,Meter AMR,# days,Consumption (HCF),Current Charges,Other Charges,Service End Date,Building,Estimated score,Bill Analyzed score
K16137606,SAMUEL (CITY),MANHATTAN,11/14/2012,False,True,True,2386,83165,806974.61,0.0,05/22/2019,377_BLD 15,0.043478260869565216,0.9710144927536232
K16792337,SOUTH JAMAICA II,QUEENS,01/14/2013,True,True,True,2656,30447,299782.97,0.0,10/22/2019,66_BLD 20,0.0,0.9764705882352941
K16792339,SOUTH JAMAICA II,QUEENS,01/14/2013,True,True,True,2656,50738,493682.96,0.0,10/22/2019,66_BLD 14,0.0,0.9647058823529412
K16792341,SOUTH JAMAICA II,QUEENS,11/14/2012,True,True,True,2717,44013,428399.35,0.0,10/22/2019,66_BLD 27,0.0,0.9647058823529412
K16792342,SOUTH JAMAICA II,QUEENS,11/14/2012,True,True,True,2717,36659,187546.19,0.0,10/22/2019,66_BLD 18,0.0,0.9651162790697675
K16795588,LOWER EAST SIDE II,MANHATTAN,11/14/2012,True,True,True,2717,33613,327031.84,0.0,10/22/2019,337_BLD 05,0.0,1.0
K16799118,STAPLETON,STATEN ISLAND,01/11/2013,True,True,False,184,56,493.75,0.0,07/14/2013,114_BLD 07 - Community Center,0.5,1.0
K16805260,HOWARD AVENUE-PARK PLACE,BROOKLYN,01/14/2013,True,True,True,1805,14233,136471.24,0.0,12/24/2017,365_BLD 08,0.03773584905660377,0.9622641509433962
K16830957,FHA REPOSSESSED HOUSES (GROUP II),FHA,11/14/2012,True,True,True,2717,1825,11194.76,0.0,10/22/2019,212_444 TORRY AVENUE,0.011627906976744186,0.9651162790697675
K16838962,WASHINGTON HEIGHTS REHAB PHASE III,MANHATTAN,01/14/2013,True,True,True,2000,13275,127064.34,0.0,07/17/2018,523_BLD 07,0.0,0.96875
K16839989,MANHATTANVILLE REHAB (GROUP 2),MANHATTAN,12/13/2012,True,True,True,2688,13046,126280.86,0.0,10/22/2019,296_BLD 03,0.12195121951219512,0.975609756097561
K17791618,STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,01/14/2013,True,True,True,1835,16868,161451.41,0.0,01/23/2018,368_BLD 03,0.017241379310344827,0.9482758620689655
K17794666,SAMUEL (MHOP) I,MANHATTAN,11/14/2012,False,True,True,310,317,2808.7,0.0,09/20/2013,389_BLD 42,0.0,1.0
K17794667,SAMUEL (CITY),MANHATTAN,10/17/2012,False,True,True,92,6069,53286.43,0.0,01/17/2013,377_BLD 17,0.0,1.0
K17804480,FHA REPOSSESSED HOUSES (GROUP V),FHA,11/14/2012,True,True,True,1422,385,3656.52,0.0,10/14/2016,260_133-22 223RD STREET,0.0,0.9545454545454546
K17808277,SAMUEL (MHOP) I,MANHATTAN,11/14/2012,False,True,True,403,496,4465.46,0.0,12/22/2013,389_BLD 39,0.0,0.9
K17827007,SAMUEL (CITY),MANHATTAN,11/16/2012,False,True,True,1069,11055,103747.07,0.0,10/21/2015,377_BLD 34,0.96875,0.96875
K17845249,SAMUEL (MHOP) II,MANHATTAN,11/14/2012,False,True,True,505,1760,15958.55,0.0,04/03/2014,398_BLD 46,0.0,0.9285714285714286
K94606993,BUSHWICK II (GROUPS B & D),BROOKLYN,01/14/2013,True,True,True,1680,1837,17268.72,0.0,08/21/2017,303_BLD 51,0.0,0.9433962264150944
K96279887,BUSHWICK II (GROUPS A & C),BROOKLYN,11/14/2012,True,True,True,1540,8921,84719.85,0.0,02/01/2017,302_BLD 04,0.02564102564102564,0.9487179487179487
K96779329,FHA REPOSSESSED HOUSES (GROUP X),FHA,01/03/2020,True,False,False,170,136,1405.44,0.0,01/03/2020,284_loc_15,1.0,0.5
K98767542,REID APARTMENTS,BROOKLYN,11/16/2012,True,True,False,434,3734,33665.48,0.0,02/23/2014,167_BLD 10,1.0,1.0
K98782668,QUEENSBRIDGE SOUTH,QUEENS,10/17/2012,True,True,False,2701,32501,315946.99,0.0,11/10/2019,5_BLD 14&16,0.9047619047619048,1.0
K98974961,RED HOOK EAST,BROOKLYN,10/17/2012,True,True,False,2701,2947,28911.03,0.0,11/10/2019,4_BLD 26 - Community Center,0.9523809523809523,0.9880952380952381
N03001954,FHA REPOSSESSED HOUSES (GROUP VI),FHA,11/16/2012,True,True,True,579,10,717.23,38.07,07/22/2014,273_228-39 MENTONE AVENUE,0.4375,0.9375
N18234175,SOUTH JAMAICA II,QUEENS,10/17/2012,True,True,True,735,19847,181756.73,0.0,10/22/2014,66_BLD 15,0.75,0.95
N28574008,SOUTH JAMAICA II,QUEENS,10/17/2012,True,True,False,2701,23577,229195.36,0.0,11/10/2019,66_BLD 15,0.8928571428571429,0.9880952380952381
N28799509,FHA REPOSSESSED HOUSES (GROUP X),FHA,12/15/2012,True,True,False,1470,48,1850.16,0.0,12/24/2016,284_197-18 116TH AVENUE,0.9782608695652174,0.9782608695652174
N28804245,FHA REPOSSESSED HOUSES (GROUP I),FHA,12/15/2012,True,True,False,1531,206,3120.5,0.0,02/23/2017,209_115-69 224TH STREET,0.9047619047619048,1.0
N29455509,FHA REPOSSESSED HOUSES (GROUP II),FHA,12/13/2012,True,True,True,1091,0,1369.06,151.01,12/09/2015,212_113-14 196TH STREET,0.0,1.0
N29480212,FHA REPOSSESSED HOUSES (GROUP I),FHA,11/16/2012,True,True,False,1560,200,1981.92,0.0,02/23/2017,209_111-33 205TH STREET,0.9791666666666666,0.9791666666666666
N29555295,FHA REPOSSESSED HOUSES (GROUP V),FHA,10/17/2012,True,True,False,2701,443,5493.26,77.41,11/10/2019,260_144-29 105TH AVENUE,0.9285714285714286,0.9880952380952381
N29555300,FHA REPOSSESSED HOUSES (GROUP VII),FHA,10/17/2012,True,True,False,1529,50,1920.46,0.0,12/24/2016,274_190-01 118TH ROAD,0.9782608695652174,0.9782608695652174
N29725259,FHA REPOSSESSED HOUSES (GROUP V),FHA,12/15/2012,True,True,False,1470,48,1850.16,0.0,12/24/2016,260_186-20 FOCH BOULEVARD,0.9782608695652174,1.0
N29737078,ZZ_SOLD_FHA REPOSSESSED HOUSES (GROUP II),FHA,12/15/2012,True,True,False,161,11,191.81,0.0,05/25/2013,212_loc_6,1.0,1.0
N29837719,FHA REPOSSESSED HOUSES (GROUP V),FHA,11/16/2012,True,True,False,1560,51,1962.13,0.0,02/23/2017,260_221-02 131ST AVENUE,0.9583333333333334,0.9791666666666666
N29849151,ZZ_SOLD_FHA REPOSSESSED HOUSES (GROUP II),FHA,12/15/2012,True,True,False,161,129,1132.63,0.0,05/25/2013,212_loc_5,1.0,1.0
N29853096,FHA REPOSSESSED HOUSES (GROUP I),FHA,10/17/2012,True,True,False,2701,480,5299.25,77.41,11/10/2019,209_132-33 218TH STREET,0.9761904761904762,1.0
N29903061,FHA REPOSSESSED HOUSES (GROUP II),FHA,10/17/2012,True,True,False,1590,628,5983.27,0.0,02/23/2017,212_131-68 225TH STREET,0.9375,0.9791666666666666
N29963670,FHA REPOSSESSED HOUSES (GROUP III),FHA,11/16/2012,True,True,False,1781,58,2244.83,0.0,11/01/2017,213_89-24 168TH PLACE,1.0,0.9821428571428571
N30001947,ZZ_SOLD_FHA REPOSSESSED HOUSES (GROUP II),FHA,11/16/2012,True,True,False,190,19,226.37,0.0,05/25/2013,212_loc_8,1.0,1.0
N30009896,SOUTH JAMAICA II,QUEENS,11/16/2012,True,True,False,2694,48666,473852.1,0.0,11/03/2019,66_BLD 24,0.8588235294117647,1.0
N30171162,FHA REPOSSESSED HOUSES (GROUP II),FHA,10/17/2012,True,True,False,1841,427,4083.85,0.0,11/01/2017,212_111-19 196TH STREET,0.9824561403508771,1.0
N30396376,FHA REPOSSESSED HOUSES (GROUP I),FHA,10/17/2012,True,True,False,1466,589,5571.5,0.0,10/22/2016,209_223-19 111TH AVENUE,0.9545454545454546,0.9772727272727273
N30512732,FHA REPOSSESSED HOUSES (GROUP X),FHA,12/15/2012,True,True,False,1782,231,2276.97,0.0,11/01/2017,284_130-16 149TH STREET,0.9649122807017544,1.0
N30583250,FHA REPOSSESSED HOUSES (GROUP VI),FHA,12/15/2012,True,True,True,1782,0,2246.1,154.82,11/01/2017,273_131-15 SUTTER AVENUE,0.0,0.9824561403508771
N30588807,FHA REPOSSESSED HOUSES (GROUP II),FHA,11/14/2012,True,True,True,1125,1,1409.96,78.68,12/14/2015,212_130-15 135TH PLACE,0.0,1.0
N30642849,FHA REPOSSESSED HOUSES (GROUP II),FHA,10/17/2012,True,True,True,1841,554,5295.09,0.0,11/01/2017,212_133-18 134TH STREET,0.9122807017543859,0.9824561403508771
N30645821,FHA REPOSSESSED HOUSES (GROUP X),FHA,12/15/2012,True,True,False,1327,534,5053.8,0.0,08/03/2016,284_99-19 203RD STREET,0.9523809523809523,1.0
N30712915,FHA REPOSSESSED HOUSES (GROUP IX),FHA,11/14/2012,True,True,True,1813,29,2283.06,78.68,11/01/2017,283_115-41 147TH STREET,0.5263157894736842,1.0
N30718816,FHA REPOSSESSED HOUSES (GROUP IV),FHA,11/14/2012,True,True,True,615,97,935.77,0.0,07/22/2014,226_119-44 INWOOD STREET,0.0,0.9411764705882353
N30720896,FHA REPOSSESSED HOUSES (GROUP VII),FHA,12/15/2012,True,True,True,2687,294,3487.16,78.68,10/25/2019,274_117-11 143RD STREET,0.9186046511627907,1.0
N30725758,FHA REPOSSESSED HOUSES (GROUP VI),FHA,10/17/2012,True,True,False,1834,201,3306.31,0.0,10/25/2017,273_129-59 135TH STREET,1.0,1.0
N30834480,FHA REPOSSESSED HOUSES (GROUP VII),FHA,10/17/2012,True,True,True,1529,50,1920.46,0.0,12/24/2016,274_168-31 118TH ROAD,0.9782608695652174,0.9782608695652174
N30850338,FHA REPOSSESSED HOUSES (GROUP II),FHA,12/15/2012,True,True,False,1470,48,1850.16,0.0,12/24/2016,212_177-19 120TH AVENUE,0.9782608695652174,1.0
N30897245,FHA REPOSSESSED HOUSES (GROUP II),FHA,12/15/2012,True,True,False,1470,246,2239.77,0.0,12/24/2016,212_168-32 119TH AVENUE,1.0,1.0
N30898577,FHA REPOSSESSED HOUSES (GROUP I),FHA,06/18/2013,True,True,True,554,203,1899.86,0.0,12/24/2014,209_177-48 BAISLEY BOULEVARD,1.0,1.0
N31020288,FHA REPOSSESSED HOUSES (GROUP IX),FHA,11/14/2012,True,True,True,615,537,4903.44,0.0,07/22/2014,283_173-09 143RD ROAD,0.0,0.8823529411764706
N31034915,FHA REPOSSESSED HOUSES (GROUP II),FHA,12/15/2012,True,True,False,1531,49,1927.57,0.0,02/23/2017,212_104-17 187TH STREET,0.9791666666666666,1.0
N31034969,ZZ_SOLD_FHA REPOSSESSED HOUSES (GROUP VII),FHA,10/17/2012,True,True,False,220,7,262.11,0.0,05/25/2013,274_loc_7,1.0,1.0
N31035059,FHA REPOSSESSED HOUSES (GROUP X),FHA,11/16/2012,True,True,False,1499,49,1884.72,0.0,12/24/2016,284_198-14 119TH AVENUE,1.0,0.9782608695652174
N31044746,FHA REPOSSESSED HOUSES (GROUP II),FHA,10/17/2012,True,True,False,1590,103,1997.87,0.0,02/23/2017,212_109-11 208TH STREET,0.9583333333333334,1.0
N31046054,ZZ_SOLD_FHA REPOSSESSED HOUSES (GROUP V),FHA,10/17/2012,True,True,False,220,22,262.11,0.0,05/25/2013,260_loc_12,1.0,1.0
N31104273,FHA REPOSSESSED HOUSES (GROUP II),FHA,11/16/2012,True,True,False,1560,50,1962.13,0.0,02/23/2017,212_113-10 201ST STREET,0.9583333333333334,1.0
N31156555,ZZ_SOLD_FHA REPOSSESSED HOUSES (GROUP X),FHA,12/15/2012,True,True,False,161,5,191.81,0.0,05/25/2013,284_loc_11,1.0,1.0
N31156576,FHA REPOSSESSED HOUSES (GROUP VI),FHA,10/17/2012,True,True,False,1590,421,4019.99,0.0,02/23/2017,273_145-07 167TH STREET,0.9583333333333334,0.9791666666666666
N31200303,FHA REPOSSESSED HOUSES (GROUP V),FHA,11/16/2012,True,True,False,2079,200,2620.75,0.0,07/27/2018,260_117-11 192ND STREET,0.9545454545454546,0.9848484848484849
N31200928,FHA REPOSSESSED HOUSES (GROUP IX),FHA,10/17/2012,True,True,False,1561,729,6913.14,0.0,01/25/2017,283_107-34 PRINCETON STREET,0.9361702127659575,0.9787234042553191
N31203761,FHA REPOSSESSED HOUSES (GROUP III),FHA,12/15/2012,True,True,False,1531,100,1927.57,0.0,02/23/2017,213_146-10 123RD AVENUE,0.9375,1.0
N31249066,ZZ_SOLD_FHA REPOSSESSED HOUSES (GROUP I),FHA,12/15/2012,True,True,False,161,5,191.81,0.0,05/25/2013,209_loc_13,1.0,1.0
N31253966,FHA REPOSSESSED HOUSES (GROUP II),FHA,11/16/2012,True,True,False,1499,403,3824.14,0.0,12/24/2016,212_190-17 115TH DRIVE,0.9565217391304348,0.9782608695652174
N31451447,FHA REPOSSESSED HOUSES (GROUP I),FHA,12/15/2012,True,True,True,1091,0,1369.21,114.21,12/14/2015,209_114-26 208TH STREET,0.0,0.9705882352941176
N31451478,ZZ_SOLD_FHA REPOSSESSED HOUSES (GROUP IV),FHA,12/15/2012,True,True,False,161,5,191.81,0.0,05/25/2013,226_loc_10,1.0,1.0
N31655214,STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,02/16/2013,True,True,True,1802,16323,157258.09,0.0,01/23/2018,368_BLD 04,0.4090909090909091,1.0
N31673682,FHA REPOSSESSED HOUSES (GROUP III),FHA,11/16/2012,True,True,True,445,178,1605.58,0.0,02/04/2014,213_115-52 147TH STREET,0.9166666666666666,1.0
N31677722,OCEAN BAY APARTMENTS (OCEANSIDE),QUEENS,12/24/2015,True,True,False,1538,51,1951.75,77.41,11/10/2019,51_loc_3,0.96,1.0
N31698079,SAMUEL (MHOP) I,MANHATTAN,12/15/2012,False,True,False,833,2439,22576.62,0.0,03/22/2015,389_BLD 04,1.0,1.0
N31852017,EAST 152ND STREET-COURTLANDT AVENUE,BRONX,11/16/2012,True,True,False,373,746,6694.64,0.0,11/24/2013,237_BLD 02,1.0,1.0
N31859627,SAMUEL (CITY),MANHATTAN,11/14/2012,False,True,True,1737,10486,99880.72,0.0,08/17/2017,377_BLD 13,0.26666666666666666,0.9333333333333333
N31904087,HOWARD AVENUE,BROOKLYN,11/16/2012,True,True,False,1762,51822,494244.25,0.0,09/13/2017,339_BLD 03,0.9245283018867925,1.0
N31904092,HOWARD AVENUE,BROOKLYN,11/16/2012,True,True,True,249,2790,24564.39,0.0,07/23/2013,339_BLD 02,0.5,1.0
N31934550,MELROSE,BRONX,01/14/2013,True,True,True,2656,1976,19492.49,111.27,10/22/2019,28_BLD 09 - Community Center,0.0,0.9764705882352941
N31959108,BERRY STREET-SOUTH 9TH STREET,BROOKLYN,12/13/2012,True,True,True,1825,10006,98405.41,38.07,12/12/2017,357_BLD 02,0.5405405405405406,0.9459459459459459
N31987647,UPACA (SITE 5),MANHATTAN,12/15/2012,True,True,True,437,6512,59148.63,0.0,03/26/2014,343_BLD 01,1.0,1.0
N32038857,ZZ_SOLD_FHA REPOSSESSED HOUSES (GROUP V),FHA,10/17/2012,True,True,False,220,7,262.11,0.0,05/25/2013,260_loc_9,1.0,1.0
N32100226,FHA REPOSSESSED HOUSES (GROUP VII),FHA,11/16/2012,True,True,False,1811,174,2280.65,0.0,11/01/2017,274_129-23 135TH PLACE,1.0,0.9824561403508771
N32100492,FHA REPOSSESSED HOUSES (GROUP V),FHA,10/17/2012,True,True,True,1590,251,3342.07,0.0,02/23/2017,260_91-09 138TH PLACE,0.9591836734693877,1.0
N32139434,FHA REPOSSESSED HOUSES (GROUP IX),FHA,12/15/2012,True,True,False,1522,276,3577.54,0.0,02/23/2017,283_107-16 REMINGTON STREET,0.9166666666666666,1.0
N32139458,FHA REPOSSESSED HOUSES (GROUP I),FHA,12/15/2012,True,True,False,2642,87,3337.45,77.41,11/10/2019,209_118-03 204TH STREET,0.9404761904761905,0.9880952380952381
N32171252,FHA REPOSSESSED HOUSES (GROUP I),FHA,01/14/2013,True,True,True,554,126,1125.14,0.0,07/22/2014,209_178-14 BAISLEY BOULEVARD,0.0,0.875
N32346729,ZZ_SOLD_FHA REPOSSESSED HOUSES (GROUP X),FHA,12/13/2012,True,True,False,151,0,179.9,0.0,05/13/2013,284_loc_14,0.0,1.0
N32445032,FHA REPOSSESSED HOUSES (GROUP II),FHA,11/14/2012,True,True,True,2719,925,12280.45,1157.36,10/25/2019,212_126-01 116TH AVENUE,0.4186046511627907,0.9883720930232558
N32651016,FHA REPOSSESSED HOUSES (GROUP III),FHA,11/16/2012,True,True,False,1327,533,5045.02,0.0,08/03/2016,213_190-17 109TH ROAD,0.9512195121951219,0.975609756097561
N32651139,FHA REPOSSESSED HOUSES (GROUP I),FHA,12/15/2012,True,True,False,2642,874,8602.25,39.34,11/10/2019,209_104-06 FARMERS BOULEVARD,0.9523809523809523,1.0
N32683000,FHA REPOSSESSED HOUSES (GROUP V),FHA,01/14/2013,True,True,True,1407,0,1772.56,36.8,11/21/2016,260_171-48 119TH ROAD,0.0,1.0
N32820106,FHA REPOSSESSED HOUSES (GROUP III),FHA,12/13/2012,True,True,True,2380,246,3713.74,76.14,06/20/2019,213_100-38 FRANCIS LEWIS BOULEVARD,0.0,0.9863013698630136
N32820160,FHA REPOSSESSED HOUSES (GROUP VI),FHA,11/16/2012,True,True,False,1560,51,1962.13,0.0,02/23/2017,273_218-38 140TH AVENUE,0.9375,1.0
N32854311,FHA REPOSSESSED HOUSES (GROUP I),FHA,10/17/2012,True,True,False,1841,60,2316.39,0.0,11/01/2017,209_116-02 139TH STREET,1.0,0.9824561403508771
N33001741,FHA REPOSSESSED HOUSES (GROUP V),FHA,12/15/2012,True,True,False,2098,353,3263.0,0.0,09/13/2018,260_109-20 212TH STREET,0.9253731343283582,0.9850746268656716
N33024736,FHA REPOSSESSED HOUSES (GROUP IV),FHA,07/15/2012,True,True,True,1935,20,2540.41,43.15,11/01/2017,226_129-41 135TH STREET,0.018518518518518517,0.9629629629629629
N33685647,FHA REPOSSESSED HOUSES (GROUP V),FHA,12/15/2012,True,True,False,1501,205,3082.43,0.0,02/23/2017,260_101-64 132ND STREET,0.9545454545454546,1.0
N36303041,FHA REPOSSESSED HOUSES (GROUP I),FHA,10/17/2012,True,True,False,1590,104,1997.87,0.0,02/23/2017,209_123-25 152ND STREET,0.9166666666666666,1.0
N48002876,FHA REPOSSESSED HOUSES (GROUP IV),FHA,01/14/2013,True,True,True,1185,261,2466.5,0.0,04/13/2016,226_105-12 220TH STREET,0.0,0.9459459459459459
N48003664,FHA REPOSSESSED HOUSES (GROUP VIII),FHA,12/15/2012,True,True,False,1470,192,1869.95,0.0,12/24/2016,275_89-55 208TH STREET,0.9565217391304348,1.0
N48003771,FHA REPOSSESSED HOUSES (GROUP IV),FHA,11/16/2012,True,True,False,1499,49,1884.72,0.0,12/24/2016,226_144-41 158TH STREET,0.9347826086956522,0.9782608695652174
N51379307,QUEENSBRIDGE NORTH,QUEENS,12/15/2012,True,True,False,284,9,345.11,0.0,09/25/2013,505_BLD 11 - STORE 10,1.0,1.0
N51387759,OCEAN BAY APARTMENTS (OCEANSIDE),QUEENS,12/24/2015,True,True,False,1538,51,1951.75,38.07,11/10/2019,51_loc_4,0.88,1.0
N51387763,OCEAN BAY APARTMENTS (OCEANSIDE),QUEENS,04/25/2013,True,True,False,2462,47,3119.21,0.0,01/10/2020,51_loc_1,0.9367088607594937,1.0
N51521740,FHA REPOSSESSED HOUSES (GROUP IX),FHA,11/16/2012,True,True,False,2686,3394,33596.09,0.0,10/29/2019,283_353 BERRIMAN STREET,0.3484848484848485,0.9848484848484849
N52057097,FHA REPOSSESSED HOUSES (GROUP IX),FHA,11/14/2012,True,True,True,2717,2242,21872.67,0.0,10/22/2019,283_367 DOUGLASS STREET,0.0,0.9534883720930233
N70000225,HIGHBRIDGE REHABS (ANDERSON AVENUE),BRONX,12/15/2012,True,True,True,406,8793,79806.94,83.89,03/26/2014,370_BLD 03,0.5833333333333334,1.0
N70030711,FHA REPOSSESSED HOUSES (GROUP V),FHA,12/15/2012,True,True,False,1531,49,2927.57,1000.0,02/23/2017,260_978 LENOX ROAD,0.9375,1.0
N70051527,FHA REPOSSESSED HOUSES (GROUP V),FHA,10/17/2012,True,True,False,1590,103,1997.87,0.0,02/23/2017,260_556 SCHENECTADY AVENUE,0.9791666666666666,0.9791666666666666
N70067046,FHA REPOSSESSED HOUSES (GROUP VIII),FHA,06/30/2011,True,True,False,2004,66,2457.96,0.0,12/24/2016,275_80-44 162ND STREET,1.0,1.0
N70527406,FENIMORE-LEFFERTS,BROOKLYN,01/23/2014,True,True,True,304,260,2449.0,0.0,11/23/2014,205_BLD 02,0.0,1.0
N84003201,PARK ROCK REHAB,BROOKLYN,01/14/2013,True,True,True,1680,21385,204323.35,0.0,08/21/2017,351_BLD 07,0.0,0.9245283018867925
N84004359,HARRISON AVENUE REHAB (GROUP B),BRONX,12/13/2012,True,True,True,1912,49927,477465.87,0.0,03/09/2018,547_BLD 01,0.0,0.9672131147540983
N84014753,SAMUEL (MHOP) I,MANHATTAN,03/22/2015,False,True,False,206,732,7115.33,0.0,10/14/2015,389_BLD 04,0.8571428571428571,1.0
N96966474,FHA REPOSSESSED HOUSES (GROUP I),FHA,01/14/2013,True,True,True,1864,2361,23028.24,0.0,02/21/2018,209_1502 BEACH 12TH STREET,0.0,0.9491525423728814
O75744363,REID APARTMENTS,BROOKLYN,01/25/2017,True,True,True,1185,170385,1713233.95,0.0,10/25/2019,167_BLD 01,0.8461538461538461,1.0
O76882750,SAMUEL (MHOP) I,MANHATTAN,12/22/2013,False,True,True,2314,3992,39233.02,0.0,10/22/2019,389_BLD 39,0.0,0.9868421052631579
O76882752,SAMUEL (MHOP) I,MANHATTAN,12/22/2013,False,True,True,2314,5664,55397.98,0.0,10/22/2019,389_BLD 41,0.0,0.9736842105263158
O77670566,SOUTH JAMAICA I,QUEENS,05/21/2014,True,True,True,456,8397,80404.28,0.0,08/20/2015,8_BLD 10,0.0,1.0
O77670568,SOUTH JAMAICA I,QUEENS,05/24/2014,True,True,True,453,10332,99107.17,0.0,08/20/2015,8_BLD 06,0.0,1.0
O77670569,SOUTH JAMAICA II,QUEENS,05/24/2014,True,True,True,2161,53066,526470.28,0.0,10/22/2019,66_BLD 23,0.0,1.0
O77670570,SOUTH JAMAICA I,QUEENS,05/21/2013,True,True,True,462,6190,59979.75,0.0,08/20/2015,8_BLD 05,0.0,0.9375
O77670574,SOUTH JAMAICA I,QUEENS,05/24/2014,True,True,True,453,17403,166851.04,0.0,08/20/2015,8_BLD 07,0.0,0.9285714285714286
O77670575,SOUTH JAMAICA II,QUEENS,05/24/2014,True,True,True,2161,50040,500345.57,0.0,10/22/2019,66_BLD 25,0.0,1.0
O77670576,SOUTH JAMAICA II,QUEENS,05/24/2014,True,True,True,2161,51566,511063.03,0.0,10/22/2019,66_BLD 22,0.0,1.0
O77670594,SOUTH JAMAICA I,QUEENS,05/21/2014,True,True,True,456,202,2411.04,36.8,08/20/2015,8_BLD 09,0.0,0.9333333333333333
O77670614,BAISLEY PARK,QUEENS,07/22/2014,True,True,True,394,9472,91166.48,0.0,08/20/2015,91_BLD 03,0.0,1.0
O77816972,CROWN HEIGHTS,BROOKLYN,11/06/2014,True,True,True,1328,9490,93280.64,0.0,07/06/2018,312_BLD 06,0.0,1.0
O77903108,REID APARTMENTS,BROOKLYN,01/04/2017,True,True,True,1206,1802,18727.93,308.37,10/22/2019,167_BLD 01,0.034482758620689655,1.0
O78106269,HARRISON AVENUE REHAB (GROUP B),BRONX,06/30/2018,True,True,True,6,121,1222.22,0.0,07/06/2018,547_BLD 02,0.0,1.0
O78106292,HARRISON AVENUE REHAB (GROUP B),BRONX,03/09/2018,True,True,True,109,2765,27332.29,0.0,07/06/2018,547_BLD 01,0.0,1.0
O78224451,SAMUEL (CITY),MANHATTAN,10/21/2015,False,True,True,989,6723,66375.46,0.0,07/16/2018,377_BLD 34,0.03125,0.96875
O78224452,SAMUEL (MHOP) I,MANHATTAN,10/14/2015,False,True,False,1653,2396,24026.0,0.0,10/22/2019,389_BLD 04,0.0,1.0
O78363626,BERRY STREET-SOUTH 9TH STREET,BROOKLYN,12/12/2017,True,True,True,793,8657,87642.98,0.0,10/22/2019,357_BLD 02,0.0,1.0
O78363667,BERRY STREET-SOUTH 9TH STREET,BROOKLYN,12/08/2017,True,True,True,797,11304,115974.16,0.0,10/22/2019,357_BLD 03,0.043478260869565216,1.0
O78590128,HOWARD AVENUE-PARK PLACE,BROOKLYN,08/20/2015,True,True,True,1708,20475,204489.34,1017.45,10/22/2019,365_BLD 04,0.0,1.0
O78590242,STUYVESANT GARDENS II,BROOKLYN,11/10/2015,True,True,True,1626,11057,111590.36,0.0,10/22/2019,333_BLD 01,0.02564102564102564,0.9743589743589743
O78610228,SAMUEL (CITY),MANHATTAN,10/16/2015,False,True,True,1650,4347,43351.08,0.0,10/22/2019,377_BLD 44,0.0,1.0
O78610245,TAPSCOTT STREET REHAB,BROOKLYN,08/11/2015,True,True,True,9,65,641.41,0.0,08/20/2015,354_BLD 04,0.0,1.0
O78610266,STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,02/01/2018,True,True,True,158,1070,10602.24,0.0,07/17/2018,366_BLD 04,0.0,1.0
O78610274,STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,01/31/2018,True,True,True,157,1553,15369.14,0.0,07/17/2018,366_BLD 03,0.0,1.0
O78610277,NOSTRAND,BROOKLYN,02/05/2018,True,True,False,512,4113,0.0,0.0,06/30/2019,43_BLD 17,0.2,0.8
O78610279,STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,01/23/2018,True,True,True,175,1499,14821.13,0.0,07/17/2018,368_BLD 05,0.16666666666666666,1.0
O78610280,RALPH AVENUE REHAB,BROOKLYN,11/20/2017,True,True,True,885,9013,90577.05,536.79,10/22/2019,352_BLD 04,0.06896551724137931,0.9310344827586207
O78610289,PARK ROCK REHAB,BROOKLYN,06/15/2013,True,True,False,2402,7318,74378.79,0.0,11/14/2019,351_BLD 10,0.0,1.0
O78610290,STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,01/25/2018,True,True,True,819,5774,58569.58,0.0,10/22/2019,368_BLD 06,0.0,0.9583333333333334
O78610291,CROWN HEIGHTS,BROOKLYN,11/20/2017,True,True,True,885,3692,35843.65,1519.66,10/22/2019,312_BLD 04,0.0,1.0
O78610312,STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,01/23/2018,True,True,True,821,6350,64446.93,0.0,10/22/2019,368_BLD 03,0.0,1.0
O78610313,PARK ROCK REHAB,BROOKLYN,07/07/2013,True,True,False,1748,4801,46547.24,0.0,07/16/2018,351_BLD 5,0.5555555555555556,1.0
O78610316,STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,01/23/2018,True,True,True,821,6169,62516.57,0.0,10/22/2019,368_BLD 04,0.0,0.9583333333333334
O78610318,STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,01/29/2018,True,True,True,148,1056,10451.5,0.0,07/17/2018,366_BLD 01,0.0,1.0
O78610319,RALPH AVENUE REHAB,BROOKLYN,10/11/2017,True,True,True,925,6315,63857.05,0.0,10/22/2019,352_BLD 02,0.0,1.0
O78610321,PARK ROCK REHAB,BROOKLYN,06/15/2013,True,True,False,2070,23065,224926.74,0.0,11/14/2019,351_BLD 02,0.08333333333333333,1.0
O78610327,EAST NEW YORK CITY LINE,BROOKLYN,08/08/2017,True,True,True,322,2018,19920.88,0.0,07/06/2018,263_BLD 24,0.0,1.0
